number_of_episodes,weight_history,noise_history,number_of_steps,perf_tracker
729,"[[0.9677968  1.52414292]
 [1.46567706 1.78086899]
 [2.09674903 2.83727043]
 [1.72580323 2.01213952]]",0.0001,32036,500.0
730,"[[0.96789096 1.52421118]
 [1.46576932 1.78088208]
 [2.09678828 2.83734913]
 [1.7258986  2.01217258]]",0.0001,32038,500.0
731,"[[0.96789675 1.52427866]
 [1.46581464 1.78091015]
 [2.09686676 2.83738353]
 [1.72593381 2.01221022]]",0.0001,32040,500.0
732,"[[0.96793937 1.52430933]
 [1.46585771 1.7809677 ]
 [2.09691107 2.83738818]
 [1.72601235 2.01229624]]",0.0001,32040,500.0
733,"[[0.96802007 1.52433619]
 [1.46587768 1.78103132]
 [2.09697545 2.83746155]
 [1.72609031 2.01232751]]",0.0001,32041,500.0
734,"[[0.96807696 1.52438315]
 [1.46593718 1.78105837]
 [2.09702991 2.83750529]
 [1.72613551 2.01241113]]",0.0001,32041,500.0
735,"[[0.96812515 1.52439794]
 [1.46600055 1.78110846]
 [2.0971112  2.83759997]
 [1.72622352 2.01249138]]",0.0001,32041,500.0
736,"[[0.96813594 1.5244751 ]
 [1.46600876 1.78112849]
 [2.09717658 2.83764729]
 [1.7262272  2.0125136 ]]",0.0001,32042,500.0
737,"[[0.96814025 1.52455961]
 [1.46603155 1.78116897]
 [2.09721479 2.8376882 ]
 [1.72629736 2.0125277 ]]",0.0001,32043,500.0
738,"[[0.96818961 1.52461304]
 [1.46610432 1.78121447]
 [2.09729542 2.83772394]
 [1.72635627 2.01256691]]",0.0001,32043,500.0
739,"[[0.96828072 1.52467342]
 [1.46613255 1.78127612]
 [2.09736125 2.8377331 ]
 [1.72637751 2.01261957]]",0.0001,32536,500.0
740,"[[0.96837069 1.52477038]
 [1.4662199  1.7812804 ]
 [2.09745944 2.83780052]
 [1.72646725 2.01262325]]",0.0001,32538,500.0
741,"[[0.96841588 1.52485066]
 [1.46624855 1.7812954 ]
 [2.09748398 2.83784095]
 [1.72648451 2.01270283]]",0.0001,32540,500.0
742,"[[0.96848353 1.52488991]
 [1.46627025 1.78133157]
 [2.09754932 2.83786897]
 [1.7265158  2.01276987]]",0.0001,32540,500.0
743,"[[0.96855049 1.52495822]
 [1.46634866 1.78136192]
 [2.09764672 2.8379492 ]
 [1.72651591 2.01282254]]",0.0001,32541,500.0
744,"[[0.96859497 1.52503383]
 [1.46640579 1.78136507]
 [2.09771807 2.83799697]
 [1.72658807 2.01292175]]",0.0001,32541,500.0
745,"[[0.96867238 1.52509694]
 [1.46646434 1.78145646]
 [2.09772488 2.83806972]
 [1.7266309  2.01292204]]",0.0001,32541,500.0
746,"[[0.96870279 1.52517355]
 [1.46655555 1.78149771]
 [2.09779345 2.83814436]
 [1.72672927 2.01300622]]",0.0001,32542,500.0
747,"[[0.9687792  1.5251937 ]
 [1.46663552 1.78151   ]
 [2.09785632 2.83815099]
 [1.72679731 2.01306268]]",0.0001,32543,500.0
748,"[[0.96885287 1.5252685 ]
 [1.46670755 1.78153229]
 [2.09788123 2.83816964]
 [1.72681557 2.01315119]]",0.0001,32543,500.0
749,"[[0.96889199 1.52532155]
 [1.46671434 1.7815967 ]
 [2.09793284 2.83819619]
 [1.72691137 2.01324133]]",0.0001,33036,500.0
750,"[[0.96891928 1.52536108]
 [1.4667978  1.78169369]
 [2.09796842 2.83820328]
 [1.72700059 2.01330311]]",0.0001,33038,500.0
751,"[[0.96897676 1.52545623]
 [1.46681563 1.78176605]
 [2.09799779 2.83829238]
 [1.72705469 2.01338037]]",0.0001,33040,500.0
752,"[[0.96898921 1.52554661]
 [1.46682433 1.78181149]
 [2.09802997 2.83831988]
 [1.72706522 2.01339564]]",0.0001,33040,500.0
753,"[[0.96905042 1.5255964 ]
 [1.46687229 1.78186887]
 [2.09804513 2.83834181]
 [1.7270905  2.01342738]]",0.0001,33041,500.0
754,"[[0.96905663 1.52568184]
 [1.4668939  1.78187378]
 [2.09804954 2.83841874]
 [1.72709492 2.01345463]]",0.0001,33041,500.0
755,"[[0.96915366 1.52578042]
 [1.46693058 1.78190495]
 [2.09806327 2.83846951]
 [1.72716435 2.01350605]]",0.0001,33041,500.0
756,"[[0.9691722  1.52582948]
 [1.46696899 1.78196421]
 [2.09808983 2.8385293 ]
 [1.72724115 2.01359696]]",0.0001,33042,500.0
757,"[[0.96919162 1.52592419]
 [1.4670086  1.78205537]
 [2.09811793 2.8385579 ]
 [1.72730665 2.01366648]]",0.0001,33043,500.0
758,"[[0.96924017 1.52592682]
 [1.46707882 1.78214611]
 [2.09815867 2.83857165]
 [1.72733204 2.0136945 ]]",0.0001,33043,500.0
759,"[[0.96925439 1.5259989 ]
 [1.46711703 1.78214769]
 [2.09822282 2.83866631]
 [1.72734821 2.01376688]]",0.0001,33536,500.0
760,"[[0.96930381 1.5260691 ]
 [1.46712913 1.7821969 ]
 [2.09823804 2.83867518]
 [1.7273541  2.01380568]]",0.0001,33538,500.0
761,"[[0.96930553 1.52616128]
 [1.46717776 1.78221518]
 [2.09829723 2.83874932]
 [1.7273759  2.01382201]]",0.0001,33540,500.0
762,"[[0.96931926 1.52621806]
 [1.46720551 1.7822346 ]
 [2.09837839 2.83884466]
 [1.72738325 2.01390778]]",0.0001,33540,500.0
763,"[[0.96933715 1.52630696]
 [1.46723245 1.78232625]
 [2.0984204  2.83885792]
 [1.72745714 2.01399566]]",0.0001,33541,500.0
764,"[[0.96939697 1.52633674]
 [1.46730358 1.78236342]
 [2.09846406 2.83888785]
 [1.72748066 2.01404893]]",0.0001,33541,500.0
765,"[[0.96945269 1.52637021]
 [1.46737479 1.78240384]
 [2.0985045  2.83891006]
 [1.72754842 2.01411477]]",0.0001,33541,500.0
766,"[[0.96953881 1.52637862]
 [1.46745271 1.7824505 ]
 [2.09854796 2.83892657]
 [1.72758968 2.01412495]]",0.0001,33542,500.0
767,"[[0.96962393 1.52641909]
 [1.4674858  1.78246118]
 [2.0986201  2.83892841]
 [1.72760793 2.01422261]]",0.0001,33543,500.0
768,"[[0.96971877 1.52649986]
 [1.4675503  1.78254414]
 [2.09871175 2.83902503]
 [1.72766565 2.0142534 ]]",0.0001,33543,500.0
769,"[[0.96972164 1.52658698]
 [1.46756235 1.78261034]
 [2.09877363 2.83906496]
 [1.72772656 2.01433246]]",0.0001,34036,500.0
770,"[[0.96981525 1.52668579]
 [1.46761094 1.78266174]
 [2.09879913 2.83915419]
 [1.72774381 2.01441488]]",0.0001,34038,500.0
771,"[[0.96985222 1.52676995]
 [1.4676908  1.78272983]
 [2.09883677 2.83923681]
 [1.72779455 2.01446453]]",0.0001,34040,500.0
772,"[[0.96987694 1.52678357]
 [1.46773405 1.78277112]
 [2.09885161 2.83923808]
 [1.72785078 2.01450601]]",0.0001,34040,500.0
773,"[[0.96989814 1.52682623]
 [1.46781402 1.78282335]
 [2.09890304 2.83928137]
 [1.72789459 2.01451976]]",0.0001,34041,500.0
774,"[[0.96992013 1.52688171]
 [1.46790119 1.78285249]
 [2.09895848 2.83932936]
 [1.72793873 2.0145865 ]]",0.0001,34041,500.0
775,"[[0.96997838 1.52688494]
 [1.46799183 1.78292296]
 [2.0989748  2.83939909]
 [1.72797797 2.0146374 ]]",0.0001,34041,500.0
776,"[[0.97003142 1.52691898]
 [1.4680697  1.78293633]
 [2.09902123 2.83943582]
 [1.72799331 2.01465421]]",0.0001,34042,500.0
777,"[[0.97009073 1.5269551 ]
 [1.46815931 1.78303607]
 [2.09905334 2.83944529]
 [1.72800491 2.01467951]]",0.0001,34043,500.0
778,"[[0.97009288 1.52703365]
 [1.46821063 1.78308698]
 [2.0991174  2.83947123]
 [1.72807544 2.01468152]]",0.0001,34043,500.0
779,"[[0.97019221 1.52703478]
 [1.4682182  1.78313793]
 [2.09918956 2.83948773]
 [1.72808827 2.01476055]]",0.0001,34536,500.0
780,"[[0.97026452 1.52705087]
 [1.46829226 1.78322321]
 [2.0992125  2.83950786]
 [1.72809835 2.01484688]]",0.0001,34538,500.0
781,"[[0.97031018 1.52707623]
 [1.46837565 1.78332141]
 [2.09927461 2.83958001]
 [1.72815852 2.01494056]]",0.0001,34540,500.0
782,"[[0.97039273 1.5270915 ]
 [1.46847021 1.78334396]
 [2.0992904  2.83959686]
 [1.72824563 2.01502371]]",0.0001,34540,500.0
783,"[[0.97043809 1.52714985]
 [1.46849164 1.78336847]
 [2.09935707 2.83964113]
 [1.72826159 2.01509224]]",0.0001,34541,500.0
784,"[[0.97049799 1.52717028]
 [1.4685278  1.78341676]
 [2.09942399 2.83971101]
 [1.72830329 2.01518015]]",0.0001,34541,500.0
785,"[[0.97055042 1.52724919]
 [1.46860334 1.78343131]
 [2.09944004 2.83973723]
 [1.72837631 2.01519394]]",0.0001,34541,500.0
786,"[[0.97057243 1.52732432]
 [1.46863923 1.78348942]
 [2.09949018 2.83976527]
 [1.7284658  2.01524527]]",0.0001,34542,500.0
787,"[[0.97064225 1.52735561]
 [1.46864672 1.78350762]
 [2.09956446 2.83981781]
 [1.72848335 2.01527617]]",0.0001,34543,500.0
788,"[[0.97069785 1.52736695]
 [1.46866841 1.78357985]
 [2.09959342 2.83984727]
 [1.72848856 2.01532094]]",0.0001,34543,500.0
789,"[[0.97078898 1.52738878]
 [1.46873235 1.7835873 ]
 [2.09961784 2.83985352]
 [1.72850098 2.01532866]]",0.0001,35036,500.0
790,"[[0.97079683 1.52741601]
 [1.46875774 1.7836116 ]
 [2.09964719 2.83991404]
 [1.72858561 2.01536984]]",0.0001,35038,500.0
791,"[[0.97085328 1.5275055 ]
 [1.46880292 1.78363182]
 [2.09974616 2.83996176]
 [1.72866687 2.01539907]]",0.0001,35040,500.0
792,"[[0.97087698 1.52752269]
 [1.46889046 1.78368604]
 [2.09983235 2.83997554]
 [1.72866719 2.01546274]]",0.0001,35040,500.0
793,"[[0.9708877  1.52752413]
 [1.46890906 1.78374176]
 [2.09992663 2.84000162]
 [1.72866917 2.0154962 ]]",0.0001,35041,500.0
794,"[[0.97095809 1.5275875 ]
 [1.46892101 1.78380466]
 [2.09995831 2.8400913 ]
 [1.72872673 2.01554439]]",0.0001,35041,500.0
795,"[[0.97098261 1.52759496]
 [1.46896445 1.78383953]
 [2.09998148 2.8401145 ]
 [1.72878034 2.01562329]]",0.0001,35041,500.0
796,"[[0.97104039 1.52759759]
 [1.46906009 1.78384103]
 [2.09999185 2.84016577]
 [1.7288539  2.01571159]]",0.0001,35042,500.0
797,"[[0.97107717 1.52764576]
 [1.46913719 1.78386856]
 [2.10005738 2.84021332]
 [1.72888777 2.01576733]]",0.0001,35043,500.0
798,"[[0.97109279 1.52769927]
 [1.46923062 1.78388953]
 [2.10007571 2.84025322]
 [1.72890486 2.01582235]]",0.0001,35043,500.0
799,"[[0.97112034 1.52774455]
 [1.46924801 1.78398352]
 [2.1000832  2.84031037]
 [1.72897785 2.01588916]]",0.0001,35536,500.0
800,"[[0.97117606 1.52775012]
 [1.46926877 1.78400607]
 [2.10014475 2.84033421]
 [1.72906504 2.01594461]]",0.0001,35538,500.0
801,"[[0.97119028 1.52777853]
 [1.46936673 1.78402857]
 [2.10023164 2.84038093]
 [1.72916162 2.0159755 ]]",0.0001,35540,500.0
802,"[[0.97127342 1.52781213]
 [1.46946107 1.7840909 ]
 [2.10026884 2.84044642]
 [1.72921643 2.01598388]]",0.0001,35540,500.0
803,"[[0.97127484 1.52784004]
 [1.46953834 1.7841854 ]
 [2.10028768 2.84052353]
 [1.72928768 2.01600213]]",0.0001,35541,500.0
804,"[[0.97137428 1.52787911]
 [1.46960898 1.78420097]
 [2.10030086 2.8405298 ]
 [1.72933155 2.01606059]]",0.0001,35541,500.0
805,"[[0.97147288 1.5279346 ]
 [1.46967606 1.78427834]
 [2.10032272 2.84056886]
 [1.72940879 2.01610018]]",0.0001,35541,500.0
806,"[[0.97150539 1.52801609]
 [1.46969052 1.78429073]
 [2.10039368 2.8405961 ]
 [1.72945555 2.01617966]]",0.0001,35542,500.0
807,"[[0.97160302 1.52803695]
 [1.46977496 1.78438563]
 [2.10040093 2.84066104]
 [1.72955305 2.01622742]]",0.0001,35543,500.0
808,"[[0.97170197 1.52807526]
 [1.46982072 1.78440125]
 [2.10044275 2.8407151 ]
 [1.72958507 2.01626522]]",0.0001,35543,500.0
809,"[[0.97177387 1.52810261]
 [1.46991796 1.78441863]
 [2.10049021 2.84076249]
 [1.72962594 2.01631866]]",0.0001,36036,500.0
810,"[[0.97180637 1.52815424]
 [1.46992376 1.78442167]
 [2.10052483 2.84078683]
 [1.72965822 2.01637297]]",0.0001,36038,500.0
811,"[[0.97180951 1.52817215]
 [1.46995393 1.78448827]
 [2.10060322 2.8408737 ]
 [1.72969811 2.0163881 ]]",0.0001,36040,500.0
812,"[[0.97182181 1.52818086]
 [1.47000892 1.78452154]
 [2.10067835 2.8409519 ]
 [1.72975499 2.01639413]]",0.0001,36040,500.0
813,"[[0.97190568 1.52821408]
 [1.47005332 1.78460931]
 [2.10071556 2.84102836]
 [1.72977721 2.01642385]]",0.0001,36041,500.0
814,"[[0.97196391 1.52829678]
 [1.47014915 1.78467945]
 [2.1007932  2.84111017]
 [1.72981694 2.01648455]]",0.0001,36041,500.0
815,"[[0.97206316 1.52835115]
 [1.47019573 1.78475292]
 [2.10084947 2.84111423]
 [1.7298805  2.01656869]]",0.0001,36041,500.0
816,"[[0.97214706 1.52837685]
 [1.47026834 1.78476521]
 [2.10094226 2.84118431]
 [1.72988827 2.01658311]]",0.0001,36042,500.0
817,"[[0.97218494 1.52843345]
 [1.47032178 1.78482746]
 [2.10100618 2.84120437]
 [1.72996157 2.01664132]]",0.0001,36043,500.0
818,"[[0.9722043  1.52850273]
 [1.47036697 1.78489431]
 [2.10107893 2.84126945]
 [1.73000276 2.01674119]]",0.0001,36043,500.0
819,"[[0.97227338 1.52853407]
 [1.47041612 1.78492774]
 [2.10113225 2.84128152]
 [1.73009917 2.01681438]]",0.0001,36536,500.0
820,"[[0.97227713 1.52859279]
 [1.47048621 1.78497302]
 [2.10117562 2.84133821]
 [1.73012471 2.01686135]]",0.0001,36538,500.0
821,"[[0.972327   1.52862052]
 [1.4705753  1.78498834]
 [2.10124276 2.84139603]
 [1.7301773  2.01694461]]",0.0001,36540,500.0
822,"[[0.97239414 1.52870645]
 [1.47067024 1.78508396]
 [2.10133798 2.8414588 ]
 [1.73018577 2.01700251]]",0.0001,36540,500.0
823,"[[0.97246944 1.52879168]
 [1.47073238 1.78511483]
 [2.10135641 2.84155124]
 [1.73027758 2.01709811]]",0.0001,36541,500.0
824,"[[0.97253461 1.52886099]
 [1.47077971 1.78518896]
 [2.10135946 2.84164139]
 [1.7303597  2.01715537]]",0.0001,36541,500.0
825,"[[0.97259155 1.52890066]
 [1.47081504 1.78526436]
 [2.10139744 2.84165661]
 [1.73045883 2.01720044]]",0.0001,36541,500.0
826,"[[0.97261673 1.52896847]
 [1.47086332 1.78535939]
 [2.10143271 2.84170275]
 [1.73048887 2.01728984]]",0.0001,36542,500.0
827,"[[0.97264395 1.52904529]
 [1.47090798 1.78540374]
 [2.1014581  2.84170664]
 [1.73049416 2.01733588]]",0.0001,36543,500.0
828,"[[0.97270169 1.52908874]
 [1.470978   1.78542065]
 [2.101488   2.84179501]
 [1.73053816 2.01742529]]",0.0001,36543,500.0
829,"[[0.97279127 1.52916632]
 [1.47106608 1.78543786]
 [2.1014985  2.84181561]
 [1.73055522 2.0174957 ]]",0.0001,37036,500.0
830,"[[0.97280347 1.52918644]
 [1.4711598  1.7854598 ]
 [2.10151593 2.84189762]
 [1.73062336 2.01755584]]",0.0001,37038,500.0
831,"[[0.97288185 1.52926926]
 [1.47122027 1.78551489]
 [2.10156039 2.84190218]
 [1.7306279  2.01760236]]",0.0001,37040,500.0
832,"[[0.97295829 1.52930827]
 [1.47127381 1.78561315]
 [2.10157349 2.84197036]
 [1.73065924 2.01762744]]",0.0001,37040,500.0
833,"[[0.97298424 1.52940777]
 [1.47135384 1.78564056]
 [2.10158143 2.8420472 ]
 [1.73075149 2.0177174 ]]",0.0001,37041,500.0
834,"[[0.97303279 1.52944246]
 [1.47137113 1.78567086]
 [2.10164168 2.84204869]
 [1.73075314 2.01774439]]",0.0001,37041,500.0
835,"[[0.97310781 1.529525  ]
 [1.47147047 1.78576077]
 [2.10172509 2.84211631]
 [1.7307892  2.01778801]]",0.0001,37041,500.0
836,"[[0.97311362 1.52961207]
 [1.47148139 1.78580237]
 [2.10177931 2.84212511]
 [1.73086497 2.01779837]]",0.0001,37042,500.0
837,"[[0.97311683 1.52961413]
 [1.47157163 1.78585006]
 [2.10183017 2.84214136]
 [1.73094147 2.01782629]]",0.0001,37043,500.0
838,"[[0.97318421 1.52964685]
 [1.47159259 1.78586887]
 [2.10189328 2.8421597 ]
 [1.73095751 2.01791686]]",0.0001,37043,500.0
839,"[[0.97322914 1.52968266]
 [1.47163309 1.78592293]
 [2.10192597 2.84225032]
 [1.73097161 2.01791913]]",0.0001,37536,500.0
840,"[[0.97328216 1.52973936]
 [1.47172079 1.78601033]
 [2.10194244 2.84233622]
 [1.73101487 2.01795602]]",0.0001,37538,500.0
841,"[[0.97333191 1.52977678]
 [1.47172782 1.78605733]
 [2.10198498 2.84239663]
 [1.73105807 2.01804214]]",0.0001,37540,500.0
842,"[[0.97337122 1.52978598]
 [1.47172794 1.78615053]
 [2.1020031  2.84241212]
 [1.73110682 2.01810056]]",0.0001,37540,500.0
843,"[[0.97338984 1.52985994]
 [1.47174013 1.78621193]
 [2.10201636 2.84241462]
 [1.7311219  2.0181597 ]]",0.0001,37541,500.0
844,"[[0.97344502 1.52989614]
 [1.47180922 1.78622756]
 [2.10206865 2.84245975]
 [1.73117575 2.01817488]]",0.0001,37541,500.0
845,"[[0.97352432 1.52992305]
 [1.4718198  1.78632119]
 [2.10214232 2.84252279]
 [1.73121637 2.01821989]]",0.0001,37541,500.0
846,"[[0.97360436 1.52995591]
 [1.47183643 1.78636692]
 [2.10220379 2.84253573]
 [1.7313071  2.01827417]]",0.0001,37542,500.0
847,"[[0.97365315 1.5299932 ]
 [1.47192215 1.78637107]
 [2.10221954 2.84254036]
 [1.73132857 2.01834447]]",0.0001,37543,500.0
848,"[[0.97371343 1.53004874]
 [1.47193266 1.78645588]
 [2.10231365 2.84255974]
 [1.73132908 2.01835722]]",0.0001,37543,500.0
849,"[[0.97373949 1.53009663]
 [1.47195757 1.78654035]
 [2.10240836 2.84263379]
 [1.73135241 2.01843707]]",0.0001,38036,500.0
850,"[[0.97382157 1.53018477]
 [1.47202555 1.78658109]
 [2.10248414 2.84265102]
 [1.73144669 2.01849313]]",0.0001,38038,500.0
851,"[[0.9738944  1.53022615]
 [1.47203729 1.7865833 ]
 [2.10251096 2.8426822 ]
 [1.73145321 2.01852657]]",0.0001,38040,500.0
852,"[[0.97390578 1.53025048]
 [1.47206205 1.78662521]
 [2.10254413 2.84269128]
 [1.73149101 2.01857296]]",0.0001,38040,500.0
853,"[[0.97391636 1.53026582]
 [1.47213617 1.78672473]
 [2.10261315 2.84271331]
 [1.73154942 2.01863774]]",0.0001,38041,500.0
854,"[[0.97400821 1.53033729]
 [1.47217868 1.78679854]
 [2.10268683 2.84279862]
 [1.73155989 2.01872709]]",0.0001,38041,500.0
855,"[[0.97403833 1.53043698]
 [1.47220446 1.7868927 ]
 [2.10277546 2.84283821]
 [1.73162968 2.01880376]]",0.0001,38041,500.0
856,"[[0.97404877 1.53044201]
 [1.47228332 1.78696806]
 [2.10281188 2.84292519]
 [1.73168964 2.01883485]]",0.0001,38042,500.0
857,"[[0.97408452 1.53049718]
 [1.47238212 1.78698821]
 [2.10287797 2.84295472]
 [1.73171433 2.0188514 ]]",0.0001,38043,500.0
858,"[[0.97417233 1.53058385]
 [1.47245898 1.78701619]
 [2.102897   2.84297852]
 [1.73175919 2.01886497]]",0.0001,38043,500.0
859,"[[0.97423652 1.53062309]
 [1.47247598 1.78705203]
 [2.10296555 2.84300329]
 [1.73176614 2.01888581]]",0.0001,38536,500.0
860,"[[0.97430571 1.53071703]
 [1.47254881 1.78709705]
 [2.10302234 2.84306513]
 [1.7317831  2.01895558]]",0.0001,38538,500.0
861,"[[0.97433054 1.53072776]
 [1.47256638 1.7871656 ]
 [2.10310957 2.84311344]
 [1.73185423 2.01899119]]",0.0001,38540,500.0
862,"[[0.974359   1.5307716 ]
 [1.47264642 1.78720031]
 [2.10318396 2.8431344 ]
 [1.73195138 2.01899887]]",0.0001,38540,500.0
863,"[[0.9743869  1.53083983]
 [1.47270085 1.78725199]
 [2.10327368 2.84321663]
 [1.73202135 2.01907014]]",0.0001,38541,500.0
864,"[[0.97441511 1.53090472]
 [1.47271317 1.78734962]
 [2.10333458 2.84328687]
 [1.7320241  2.0191176 ]]",0.0001,38541,500.0
865,"[[0.97450432 1.53094095]
 [1.47281257 1.78737946]
 [2.10337415 2.84331007]
 [1.7320297  2.01915577]]",0.0001,38541,500.0
866,"[[0.97456008 1.53097136]
 [1.47290463 1.78741967]
 [2.10339365 2.84339138]
 [1.73212635 2.01916908]]",0.0001,38542,500.0
867,"[[0.97462738 1.5310005 ]
 [1.47296476 1.78742699]
 [2.10344773 2.84340231]
 [1.73219384 2.01922596]]",0.0001,38543,500.0
868,"[[0.97469462 1.53107942]
 [1.47298448 1.78752035]
 [2.10348597 2.84344996]
 [1.73227501 2.01924059]]",0.0001,38543,500.0
869,"[[0.97473772 1.53110664]
 [1.47298739 1.78761184]
 [2.10351565 2.84349687]
 [1.73227867 2.01927439]]",0.0001,39036,500.0
870,"[[0.97483452 1.53118406]
 [1.47299876 1.78767549]
 [2.1035488  2.84351172]
 [1.73232752 2.01932426]]",0.0001,39038,500.0
871,"[[0.97491665 1.53127167]
 [1.47304074 1.78774448]
 [2.10358641 2.84351243]
 [1.73241135 2.0193532 ]]",0.0001,39040,500.0
872,"[[0.97500172 1.53130427]
 [1.47313162 1.78780824]
 [2.10367597 2.8435316 ]
 [1.73249044 2.01939696]]",0.0001,39040,500.0
873,"[[0.97509883 1.5313082 ]
 [1.47316329 1.78785162]
 [2.10369976 2.8435507 ]
 [1.73251735 2.01946577]]",0.0001,39041,500.0
874,"[[0.97514232 1.531331  ]
 [1.47318639 1.78786505]
 [2.1037259  2.84357817]
 [1.73254806 2.01948517]]",0.0001,39041,500.0
875,"[[0.97522767 1.53137831]
 [1.47328273 1.7878686 ]
 [2.10377577 2.84361918]
 [1.73255256 2.01952873]]",0.0001,39041,500.0
876,"[[0.97524775 1.53138255]
 [1.47334592 1.7878895 ]
 [2.10384376 2.84363039]
 [1.73256504 2.01961838]]",0.0001,39042,500.0
877,"[[0.97531443 1.53140774]
 [1.47338451 1.78798136]
 [2.10391542 2.84372257]
 [1.73264666 2.01964686]]",0.0001,39043,500.0
878,"[[0.97531553 1.53144537]
 [1.47345333 1.7879986 ]
 [2.10397283 2.84378546]
 [1.73271298 2.01964703]]",0.0001,39043,500.0
879,"[[0.97540034 1.53148256]
 [1.47354488 1.78804024]
 [2.10397605 2.8438117 ]
 [1.73273611 2.01970327]]",0.0001,39536,500.0
880,"[[0.97541178 1.53156589]
 [1.47356019 1.78811644]
 [2.1040161  2.84389538]
 [1.73273629 2.01976817]]",0.0001,39538,500.0
881,"[[0.97545587 1.53161614]
 [1.47362074 1.78815681]
 [2.10402057 2.84391337]
 [1.73278294 2.01984998]]",0.0001,39540,500.0
882,"[[0.97545613 1.53167796]
 [1.47369102 1.78824496]
 [2.10402996 2.8439685 ]
 [1.73279056 2.01991782]]",0.0001,39540,500.0
883,"[[0.97554502 1.53171897]
 [1.47377688 1.78826064]
 [2.10407973 2.84405534]
 [1.73280496 2.01991939]]",0.0001,39541,500.0
884,"[[0.97558023 1.53181418]
 [1.47380447 1.78834811]
 [2.10417315 2.84413703]
 [1.73281844 2.01992823]]",0.0001,39541,500.0
885,"[[0.97560056 1.53185874]
 [1.47387299 1.78843958]
 [2.1042655  2.84421088]
 [1.73282022 2.02002434]]",0.0001,39541,500.0
886,"[[0.97562992 1.53186476]
 [1.47392691 1.78849244]
 [2.10430795 2.84430308]
 [1.73287067 2.02006854]]",0.0001,39542,500.0
887,"[[0.97572926 1.53186498]
 [1.47394351 1.78858974]
 [2.10434319 2.8443625 ]
 [1.73296834 2.0201138 ]]",0.0001,39543,500.0
888,"[[0.97581108 1.53191423]
 [1.47396763 1.78863423]
 [2.10439127 2.84444833]
 [1.73302751 2.02015451]]",0.0001,39543,500.0
889,"[[0.97585826 1.53196956]
 [1.47396998 1.78868287]
 [2.10439613 2.84450885]
 [1.73310285 2.02017456]]",0.0001,40036,500.0
890,"[[0.97586676 1.53200433]
 [1.47398668 1.78874059]
 [2.10445658 2.84459564]
 [1.73319445 2.02025931]]",0.0001,40038,500.0
891,"[[0.97587139 1.53209677]
 [1.4739897  1.78881751]
 [2.10453751 2.84466952]
 [1.73322066 2.02031219]]",0.0001,40040,500.0
892,"[[0.97587349 1.53215813]
 [1.47407002 1.78885081]
 [2.10458161 2.84471039]
 [1.73324548 2.02034856]]",0.0001,40040,500.0
893,"[[0.97588233 1.53225087]
 [1.47408639 1.78893635]
 [2.10463694 2.84471789]
 [1.73324644 2.02037779]]",0.0001,40041,500.0
894,"[[0.97590356 1.53227564]
 [1.47412898 1.7890116 ]
 [2.1046502  2.84476738]
 [1.733287   2.02044174]]",0.0001,40041,500.0
895,"[[0.97595794 1.53230431]
 [1.47417466 1.78904713]
 [2.10466551 2.8448407 ]
 [1.73334338 2.02053983]]",0.0001,40041,500.0
896,"[[0.97596496 1.53238466]
 [1.47418841 1.78913615]
 [2.10472314 2.8448871 ]
 [1.73334548 2.02053986]]",0.0001,40042,500.0
897,"[[0.97598675 1.53238589]
 [1.47426974 1.78913791]
 [2.10481716 2.84491571]
 [1.73339761 2.02058208]]",0.0001,40043,500.0
898,"[[0.9760305  1.53243394]
 [1.474277   1.78914204]
 [2.10487054 2.84495023]
 [1.73348094 2.02059459]]",0.0001,40043,500.0
899,"[[0.97608335 1.53244152]
 [1.47428972 1.78917625]
 [2.10490225 2.84504767]
 [1.73352907 2.02066329]]",0.0001,40536,500.0
900,"[[0.97608497 1.53249232]
 [1.47430176 1.78918873]
 [2.10490339 2.84512263]
 [1.73362309 2.02075989]]",0.0001,40538,500.0
901,"[[0.97611029 1.53253048]
 [1.4743953  1.78925184]
 [2.1049194  2.84517401]
 [1.73367519 2.02077716]]",0.0001,40540,500.0
902,"[[0.97613665 1.53257484]
 [1.47441796 1.78932931]
 [2.1049228  2.84518403]
 [1.73372821 2.02087457]]",0.0001,40540,500.0
903,"[[0.97620437 1.53267073]
 [1.47448586 1.78933901]
 [2.10496687 2.84520654]
 [1.73373503 2.02096111]]",0.0001,40541,500.0
904,"[[0.97626    1.53269557]
 [1.47456446 1.78942721]
 [2.1050177  2.84523987]
 [1.73376974 2.02100832]]",0.0001,40541,500.0
905,"[[0.97629046 1.53275483]
 [1.47460347 1.78952636]
 [2.10511625 2.8453193 ]
 [1.73381375 2.02109909]]",0.0001,40541,500.0
906,"[[0.97636218 1.53278804]
 [1.47462332 1.78956763]
 [2.10519308 2.8453651 ]
 [1.73389627 2.02111454]]",0.0001,40542,500.0
907,"[[0.9763884  1.53285738]
 [1.47471713 1.78963045]
 [2.10519502 2.84541468]
 [1.73392979 2.02115899]]",0.0001,40543,500.0
908,"[[0.97642498 1.5328697 ]
 [1.47474732 1.78963605]
 [2.10526862 2.84543693]
 [1.73396681 2.02122114]]",0.0001,40543,500.0
909,"[[0.97650045 1.53289752]
 [1.47476866 1.78971236]
 [2.10528717 2.84553475]
 [1.73399614 2.02128357]]",0.0001,41036,500.0
